Castellarano,0.094176,0.658237,0.003936,0.000743,0.001071,0.009082,0.006737,0.020753,0.167929,0.044489,0.256266,0.073601,0.089399,0.040299,0.090044,0.182664,0.187384,0.103896,0.09589,cluster1
'Castelnovo di Sotto',0.086091,0.411483,0.022716,0.127758,0.133063,0.110757,0.112347,0.046222,0.193708,0.051972,0.109334,0.163625,0.151899,0.091418,0.150337,0.109825,0.038343,0.07013,0.114155,cluster0
'Castelnovo ne  Monti',0.037967,0.727273,0.002132,0.000818,0.001288,0.006172,0.005896,0.012685,0.202156,0.227705,0.305964,0.301703,0.303006,0.215299,0.202697,0.347629,0.19666,0.235714,0.164384,cluster5
Cavriago,0.209316,0.615174,0,0.14417,0,0,0.054528,0,0.112584,0.070981,0.22299,0.079075,0.10443,0.073134,0.137247,0.16678,0.089054,0.116883,0.009132,cluster1
Canossa,0.024441,0.637047,0.010907,0.002185,0.003508,0.008906,0.00732,0.017478,0.132683,0.043478,0.099827,0.147202,0.138449,0.069776,0.096787,0.106195,0.035869,0.144156,0.091324,cluster2
Correggio,0.118419,0.643199,0.028047,0.369046,0,0,0.248696,0.020055,0.467958,0.279272,0.227312,0.618613,0.34731,0.206716,0.376041,0.385977,0.214595,0.181169,0.283105,cluster3
Fabbrico,0.099836,0.516746,0.010497,0.099483,0.10393,0.075956,0.075436,0.064441,0.076318,0.072801,0.039326,0.0809,0.076741,0.030224,0.064657,0.073519,0.035869,0.031169,0.027397,cluster0
Gattatico,0.048066,0.505126,0.009349,0.087694,0.069861,0.084248,0.135225,0.022441,0.091902,0.02002,0.209594,0.062044,0.173259,0.100373,0.087267,0.087815,0.016698,0.066883,0.159817,cluster0
Gualtieri,0.064393,0.344498,0.008201,0.098353,0.103045,0.114558,0.114231,0.107926,0.201136,0.021436,0.069576,0.161192,0.266614,0.049254,0.09877,0.104379,0.028448,0.107143,0.086758,cluster0
Guastalla,0.101416,0.337662,0.013039,0.019207,0.229496,0.170084,0.069185,0.11423,0.302505,0.067745,0.222558,0.506083,0.276899,0.095522,0.162237,0.181076,0.076685,0.212987,0.182648,cluster4
Luzzara,0.082831,0.276828,0.00451,0.000877,0.142314,0.123816,0.02465,0.080547,0.281678,0.01456,0.038462,0.251217,0.215981,0.095149,0.186037,0.062855,0.034014,0.124675,0.127854,cluster4
